,word,max weight
635,بحرين,0.46359712005563297
907,تصوير,0.4630592994106746
908,واسطه,0.4630592994106746
226,اجراءات,0.46209490062939207
222,ثالثه,0.4618640226127039
209,ظهور,0.46174436484301346
1178,حالتمكنت,0.461303932665887
1156,اشخاص,0.4612811075291367
1157,مترتب,0.4612811075291367
215,يستفيد,0.4612121869237316
749,اعتراف,0.46107350313764206
1087,ادراج,0.4606830489596521
183,فروع,0.45975748495972013
84,اتصل,0.45877664629614945
692,تخرجتي,0.4587246748880977
693,عليالاجازه,0.4587246748880977
808,بدمشقو,0.45801156156525663
483,فيالمانيا,0.4579938232363668
717,التقي,0.45666342422994427
362,اعتبارا,0.45598176077405145
1184,العلامو,0.45541432315164704
629,الحسكهو,0.4547567310220196
630,القامشلي,0.4547567310220196
628,حاليافي,0.4547567310220196
365,مركزكالي,0.4540085487191483
547,هذهالمجستيرات,0.4536904308039822
548,اكاديميه,0.4536904308039822
1086,بالاضافهاليصفحه,0.4534963708937295
941,كتابه,0.45304811953840934
227,قراءه,0.45304811953840934
942,خانه,0.45304811953840934
748,موضح,0.45304443624223406
747,مؤقته,0.45304443624223406
549,ساحه,0.45160291608528097
552,بركه,0.45160291608528097
550,امويين,0.45160291608528097
551,مهدي,0.45160291608528097
936,مهم,0.4487554372136832
807,بمركزالجامه,0.4483495665365255
463,نصف,0.44822214732118665
322,لمتكون,0.44744156036820726
489,استعاده,0.4460656864264372
956,الجودهفي,0.445108902466576
961,الملاحظاتانك,0.4450213680125592
1017,الفصلالثاني,0.4439929259219165
1018,مفتلوح,0.4439929259219165
1016,ترقيهفي,0.4439929259219165
837,وتقومالجامه,0.4439787231159904
997,اعتبار,0.44278650386736007
96,معلمين,0.4412113470176326
1093,قطعه,0.4411314862396187
1092,العسكريهو,0.4411314862396187
644,انساني,0.4407345935514679
1168,موضحه,0.4388396658196918
1167,اوقات,0.4388396658196918
711,ترغبين,0.43811591485163315
375,بدراسهالمجستير,0.43811591485163315
500,مساعده,0.4362164282132333
45,احضار,0.4359106560459755
764,تكونمعدلات,0.4356118868095633
765,اصحاب,0.4356118868095633
1039,تتمكني,0.4353095910790795
138,الاوراقالي,0.4352985079784782
715,مناسب,0.4352575426199986
783,بمركزالجامهفي,0.435024023514475
1026,تسلسل,0.4332405462508481
1027,صف,0.4332405462508481
76,تخصص,0.43323182020420087
1040,الدراسهفي,0.43275902141515094
1173,تسجيلان,0.43179746627320853
642,قانون,0.43113541703428904
643,دولي,0.43113541703428904
645,يصل,0.43111262563563246
646,الورقهو,0.43111262563563246
396,الايميلات,0.4309304068862255
901,الغاء,0.430705284049688
313,جوده,0.430067749654184
157,تختلففي,0.4300595157158223
155,اردن,0.4300595157158223
152,رمانه,0.42920767086933903
574,نتائج,0.42894791935715826
921,التسجيلانتهي,0.4288913976113677
843,الماني,0.4283335513225554
812,مسجله,0.4283118169543245
741,الدفعفي,0.42663921825084244
1136,حياه,0.4264307431274311
1038,قليل,0.4262088573050757
1032,الافتراضيهو,0.4246804612520435
385,الداسه,0.4246367127358021
671,تعادل,0.4236848629090834
758,نسبه,0.42320810869919495
952,يمكنمعرفه,0.4217910838586141
769,كتب,0.4216264846029427
947,بتقديمالامتحت,0.4206492137732375
948,عمله,0.4206492137732375
706,خروج,0.4175824189296923
705,حركه,0.4175824189296923
1121,محدده,0.41707735743668284
631,محافظات,0.41620443978472554
790,تستطيع,0.41600044304992073
789,خريجحتي,0.41600044304992073
98,هويه,0.414407080844273
102,متتاليه,0.41345093500148455
585,بيروت,0.41345093500148455
779,مقاعد,0.4131659241894083
1159,تقم,0.4129266961761907
794,امافي,0.41270796046424923
793,سفي,0.41270796046424923
499,نتمكن,0.41263664914779025
946,الشهادهكونها,0.4124113863090265
803,الجامه,0.41161003607377994
1126,يرجع,0.41117309668823354
373,شعبه,0.41104668727407234
374,تجنيد,0.41104668727407234
389,تحوي,0.4090337887592327
409,نسخ,0.40870552403627264
410,اقارب,0.40870552403627264
46,توصيف,0.4084887290908179
676,قائمه,0.40761765520174653
742,اماالامتحت,0.4075127334116362
615,خريجه,0.40707159057862424
971,تعليميه,0.40694107746913616
187,مشابهه,0.40637127848467947
834,مباشراليالجامه,0.40568388271394995
842,تفتح,0.404061614064555
841,المطوبه,0.404061614064555
334,المفاضلهان,0.4029519855711913
28,وجود,0.40289183987879446
179,لمركزالجامه,0.40255268334301136
467,الرئيسيفي,0.40255268334301136
809,منجامعهالي,0.4023051390640613
8,كشف,0.40230212424418405
1109,يرغب,0.40142167767912706
1108,قوم,0.40142167767912706
1107,العامهفي,0.40142167767912706
640,جد,0.4005289981053085
9,علامات,0.40032833292038467
920,منظومه,0.400061776591139
830,قيمه,0.3997889802432887
989,اساسا,0.39949170568468295
224,مبلغ,0.39930051589301485
726,تخضع,0.3992294453946504
727,اجتزت,0.3992294453946504
496,شهادهالجامه,0.3989168166688662
904,يب,0.39830571378550855
1203,عراقيه,0.39784890035082326
1204,فيالجامهالافتراضيه,0.39784890035082326
219,شخصيه,0.3959917574586882
597,ثامنه,0.39525603437025447
599,عاشره,0.39525603437025447
598,صباحا,0.39525603437025447
1123,جزء,0.3949281683828915
1122,احتساب,0.3949281683828915
958,ورقيو,0.3946434279620389
707,مكتب,0.39419196953357805
580,العلميفي,0.3941107989727324
1058,للماجستيرات,0.3935320408967049
1059,تشمل,0.3935320408967049
1057,جداول,0.3935320408967049
972,يمكناعفاءك,0.39349858402162446
970,هيئه,0.39349858402162446
969,عضو,0.39349858402162446
1069,ملغي,0.39244942668192506
1163,حالانت,0.3920043415843462
1162,ثانيافي,0.3920043415843462
1161,اسبوعينو,0.3920043415843462
853,انمااجازا,0.39124491958573504
701,اونلاين,0.3902302958065445
943,موادفي,0.3898548723308787
1014,ستقدمالامتحت,0.3898485514002311
69,فرع,0.38824919442385597
299,بمراكزالجامه,0.388083197727714
911,فيهاان,0.38791696360086897
814,اماداخل,0.38779032405551345
225,لحسابالجامه,0.38620376526503336
950,فيالمجستير,0.38524897854864126
513,بماان,0.38504350650314517
1190,دائره,0.38486206762911146
525,اعلانان,0.3834047342168674
43,الثانويهو,0.3824608371013028
14,حاليالا,0.3823745136819855
21,مراكزفي,0.3823745136819855
18,مستقبلاان,0.3823745136819855
23,اوروبيه,0.3823745136819855
589,كهربائيه,0.38123147896791765
957,متعلق,0.38031889376679506
648,فقطالامتحت,0.3796047087399529
697,مفضله,0.37954860961683345
1064,لحينمعاوده,0.3788920123487271
788,امارات,0.3787584937531235
787,ويجبالاكد,0.3787584937531235
1023,عير,0.37873622069045126
1130,تملك,0.3785481987217114
919,يتعلق,0.37837227648717825
767,اخبرنا,0.378310922435179
453,كيلو,0.3782985184454665
320,متوقف,0.3780213207636888
1077,الهم,0.37799365161947723
1078,شباب,0.37799365161947723
105,كيفيه,0.37783092174731714
104,الوظائفو,0.37783092174731714
596,قطر,0.37772038050691825
1082,تمم,0.37771519265611087
348,محتوي,0.3769481241481172
347,تطوير,0.3769481241481172
300,معتمده,0.37615016268187257
913,لاين,0.37399745694411013
914,وظائف,0.37399745694411013
915,مناطقفي,0.37399745694411013
258,للتسجيلفي,0.37377946397706424
650,حماه,0.37246333946250404
822,يمكنكالاكد,0.3712349394549063
129,تعتمدهاالجامه,0.3710622604601638
616,الشهادهاليالجامه,0.37069622139637565
617,يكفي,0.37069622139637565
1147,نبدا,0.3706062002860562
1148,الوقتفي,0.3706062002860562
352,وفقا,0.3700398511570845
795,عمر,0.36951381124923666
1055,شي,0.3693266742156224
1054,موضع,0.3693266742156224
1053,يتواجد,0.3693266742156224
318,BAITومدير,0.3693016051476386
315,ذاتيه,0.3693016051476386
314,سيره,0.3693016051476386
868,لبريدالجامه,0.36910169786387403
681,اخريو,0.3688587737063639
679,خريجالجامه,0.3688587737063639
682,مهندسين,0.3688587737063639
813,اليوروفي,0.3685595815375604
379,يمض,0.36775942970883463
378,المقبلهفي,0.36775942970883463
517,يكتب,0.3668174124307129
703,ومركزالجامه,0.3667506468292102
161,برامجالمجستير,0.3659489802283953
22,دول,0.36436457215752294
17,اوروبا,0.36436457215752294
1105,ابناء,0.36415016313916837
1106,لدينافي,0.36415016313916837
1007,سلطنه,0.36400615476755394
255,الاقتصادو,0.36297210690884324
885,اختصاصاتالمجستير,0.3617919891904243
1198,سم,0.36176181636282295
151,مزه,0.3600587581954962
1164,اربيل,0.3593986012640894
107,تصبح,0.35909407164890317
775,يكتمل,0.35895570131296933
867,تقدمين,0.35871768116546077
866,يتمالكترونيا,0.35871768116546077
345,فرق,0.3582550524842658
1102,يناسبك,0.35783551307244077
1095,اضافيه,0.35664341677294364
296,تواجد,0.35616967707700803
61,نهائيه,0.3555274772223568
128,معايير,0.3552127464507938
898,غدالاثنين,0.35183085734963493
384,وعد,0.3517692888322271
565,والد,0.3513785660057516
564,حق,0.3513785660057516
562,تكتب,0.3513785660057516
954,السهادهالي,0.35097463035093934
760,وبالنسبهالايميل,0.34846703652940664
351,جامعهالي,0.34844365355684465
509,نافذه,0.3468917105888912
1098,معدلتقريبي,0.34556271167033725
1099,لمعدلكو,0.34556271167033725
661,الاتصالاتو,0.3438505188710589
353,تعتمد,0.3416581677835351
652,بالسنهالثالثه,0.341510439938618
875,راس,0.3406541566057573
896,علاقه,0.3391932938661651
897,منطقه,0.3391932938661651
894,طالبان,0.3391932938661651
895,يسجل,0.3391932938661651
563,تعطي,0.3389572670852539
1127,عاملين,0.3387276439804095
1129,مسلحه,0.3387276439804095
1128,جيش,0.3387276439804095
1158,حكوميهو,0.3374706364206967
442,المركزالي,0.3366958115566554
443,مبدئيا,0.3366958115566554
380,الايلتس,0.3365823900473598
905,القديمهان,0.3362376414558066
906,يستفيدوا,0.3362376414558066
566,يستلم,0.33395350325917095
735,انتقلتي,0.3313985968015792
733,يقومون,0.3313985968015792
736,سوريا,0.3313985968015792
734,خارج,0.3313985968015792
1022,قطف,0.329886255857944
1046,مترتبه,0.32737784404875486
1045,اماالمجستير,0.32737784404875486
939,فقطو,0.32700212700807996
164,سنتين,0.32647386759051755
1214,عاري,0.3263414496759684
1211,صفحات,0.3263414496759684
1210,بالجامعهالافتراضيه,0.3263414496759684
893,الاعمالو,0.3262832487905351
698,معاييرالجامه,0.32621429243631433
516,معين,0.3256209230561453
985,تسجل,0.3255478324090056
984,يمكنهاان,0.3255478324090056
181,يحضر,0.3248130684659357
874,عسكريين,0.323760923415086
1175,تتمالاجابه,0.3217765840051575
304,تالي,0.3209312741202146
831,والدين,0.32063924280416367
832,منتسب,0.32063924280416367
325,القبولان,0.31937784474007735
324,المعهدفي,0.31937784474007735
275,وفاه,0.3192029307804601
278,سزكين,0.3192029307804601
281,جنات,0.3192029307804601
279,الله,0.3192029307804601
280,فسيح,0.3192029307804601
273,احر,0.3192029307804601
272,تتقدمالجامه,0.3192029307804601
274,تعازي,0.3192029307804601
193,كانالامر,0.3166556732754183
195,التفديم,0.3166556732754183
194,مستعجل,0.3166556732754183
301,تعمل,0.3162588433397084
669,اختصاصو,0.3154677868022409
987,تلقائيا,0.3146341847833225
798,حديثو,0.3115674340933688
1042,ضروريهو,0.3109139745674076
1215,صحه,0.31015799175463127
1216,جمله,0.31015799175463127
1217,تفصيلا,0.31015799175463127
1213,غيرذلك,0.31015799175463127
1212,السوشال,0.31015799175463127
289,محامي,0.3093990097690674
286,موجودين,0.3093990097690674
326,وفق,0.30762578943939245
1019,صرافه,0.3064117247579685
127,متشابهه,0.3059330215495767
554,1اكثر,0.3047866239002702
553,يمضي,0.3047866239002702
829,خصم,0.3047385605616753
1070,للاعترافالجامه,0.30369976298861795
1071,عود,0.30369976298861795
277,فؤاد,0.3033734760673603
1218,للجامعهالافتراضيه,0.3027149499744444
1219,الرسميو,0.3027149499744444
1220,عليمواقع,0.3027149499744444
1221,عار,0.3027149499744444
159,جميعالامتحت,0.29951018934423523
163,توفل,0.29951018934423523
80,نماذج,0.29623917519715587
73,اسئله,0.29623917519715587
99,كافيه,0.2958635756782094
933,ايم,0.2946178307611188
932,ثانيا,0.2946178307611188
294,وتقديمالامتحت,0.29416887442081907
1132,سفره,0.2927330130631241
609,اثبات,0.2901187673090183
610,تثبتان,0.2901187673090183
162,كنف,0.2898109870832655
1030,اقامه,0.28898628588222836
1011,لاحقه,0.28308066245968094
1012,تعود,0.28308066245968094
1013,التربيهالي,0.28308066245968094
1144,التربيهو,0.2782907207271159
1145,الاصليهو,0.2782907207271159
1133,السوريهو,0.27821621661021506
1066,اصليه,0.27821621661021506
295,سوريهفي,0.27599646780463255
298,الامتحت,0.27599646780463255
297,فترهالامتحت,0.27599646780463255
584,ترغبفي,0.27472487652332955
582,تعفي,0.27472487652332955
1110,بكالوريا,0.27170933044507056
1112,تحصلي,0.27170933044507056
1113,تقومين,0.27170933044507056
1111,تملكي,0.27170933044507056
1096,للتسجيلفيالمجستير,0.2703592225754868
1097,التخرجو,0.2703592225754868
1067,مختص,0.2690381822279414
1199,مصدق,0.24607458067121007
1200,اعدادي,0.24607458067121007
49,الاعلامان,0.236743974866951
54,شرعيه,0.236743974866951
931,عديد,0.2366804927321996
1201,اعداديه,0.12303729033560504
1202,يكتفي,0.12303729033560504
